Video Length,Shares,Comments,Followers,Total Videos,Upload Year,Upload Month,Upload Day,Upload Weekday,Total Engagement,Engagement Rate,Number of Hashtags,Upload_Afternoon,Upload_Evening,Upload_Midnight,Upload_Morning
43,20400,11100,17700000,207,2020,10,12,1,986800,0.0557514124293785,1,1,0,0,0
6,761,5345,17700000,207,2020,10,11,7,970106,0.0548082485875706,0,0,1,0,0
26,20700,7953,17700000,207,2020,10,11,7,1428653,0.0807148587570621,1,1,0,0,0
12,2585,3491,17700000,207,2020,10,7,3,921076,0.0520381920903954,1,0,0,1,0
25,2003,4536,17700000,207,2020,9,30,3,1006539,0.0568666101694915,1,0,0,1,0
27,998,2001,17700000,207,2020,9,29,2,529399,0.0299095480225988,1,0,0,1,0
27,1388,2109,17700000,207,2020,9,27,7,564097,0.0318698870056497,1,0,1,0,0
27,1638,2059,17700000,207,2020,9,26,6,590297,0.0333501129943502,1,0,1,0,0
27,12400,4784,17700000,207,2020,9,26,6,2117184,0.1196149152542372,1,1,0,0,0
26,11600,4934,17700000,207,2020,9,25,5,1316534,0.0743804519774011,1,1,0,0,0
26,2441,2687,17700000,207,2020,9,24,4,912528,0.0515552542372881,1,0,1,0,0
12,1525,6713,17700000,207,2020,9,24,4,839338,0.0474202259887005,1,0,1,0,0
27,42900,12700,17700000,207,2020,9,23,3,3455600,0.195231638418079,1,1,0,0,0
27,10600,2618,17700000,207,2020,9,23,3,1713218,0.0967919774011299,1,1,0,0,0
28,1209,739,17700000,207,2020,9,22,2,562448,0.0317767231638418,1,0,1,0,0
27,7934,2529,17700000,207,2020,9,22,2,782263,0.0441956497175141,1,1,0,0,0
27,41100,8366,17700000,207,2020,9,22,2,2249466,0.1270884745762711,1,0,0,1,0
23,499,737,17700000,207,2020,9,20,7,195336,0.0110359322033898,2,1,0,0,0
29,26300,13800,17700000,207,2020,9,17,4,543200,0.0306892655367231,0,0,1,0,0
13,1003,1351,17700000,207,2020,9,14,1,420554,0.0237601129943502,0,0,0,1,0
6,618,4026,17700000,207,2020,9,14,1,353844,0.0199911864406779,0,0,0,1,0
12,3245,1331,17700000,207,2020,9,13,7,1104576,0.0624054237288135,0,1,0,0,0
12,1501,1354,17700000,207,2020,9,13,7,861655,0.0486810734463276,0,0,0,1,0
6,413,1190,17700000,207,2020,9,13,7,672903,0.0380171186440677,0,0,0,1,0
12,1105,1111,17700000,207,2020,9,13,7,286816,0.0162042937853107,0,0,0,1,0
12,24900,6059,17700000,207,2020,9,12,6,2230959,0.1260428813559322,1,0,1,0,0
12,386,711,17700000,207,2020,9,11,5,207297,0.0117116949152542,1,0,1,0,0
12,1873,904,17700000,207,2020,9,11,5,353577,0.0199761016949152,1,0,1,0,0
12,2772,1070,17700000,207,2020,9,11,5,470842,0.0266012429378531,1,0,1,0,0
15,558,1746,17700000,207,2020,9,4,5,254004,0.0143505084745762,1,0,0,1,0
11,4475,2254,17700000,207,2020,9,2,3,782929,0.0442332768361581,1,1,0,0,0
9,227,1026,17700000,207,2020,9,2,3,237453,0.0134154237288135,0,1,0,0,0
16,519,2185,17700000,207,2020,9,2,3,195304,0.0110341242937853,1,1,0,0,0
15,2591,2231,17700000,207,2020,9,1,2,799522,0.0451707344632768,1,0,1,0,0
35,899,8625,17700000,207,2020,9,1,2,179824,0.0101595480225988,1,0,1,0,0
35,1200,14900,17700000,207,2020,9,1,2,409600,0.0231412429378531,1,0,1,0,0
54,6209,2074,17700000,207,2020,9,1,2,169383,0.0095696610169491,1,0,1,0,0
18,6368,6372,17700000,207,2020,8,26,3,806240,0.0455502824858757,0,0,0,1,0
15,821,1599,17700000,207,2020,8,23,7,234520,0.0132497175141242,1,1,0,0,0
50,2152,2055,17700000,207,2020,8,22,6,158307,0.0089438983050847,3,0,1,0,0
15,5895,7390,17700000,207,2020,8,2,7,2113285,0.1193946327683615,0,0,1,0,0
15,22900,10200,17700000,207,2020,8,2,7,3433100,0.1939604519774011,0,0,1,0,0
18,11000,12700,17700000,207,2020,7,23,4,4723700,0.2668757062146892,0,0,0,1,0
15,16400,12800,17700000,207,2020,7,22,3,2729200,0.1541920903954802,0,0,0,1,0
15,1934,6773,13500000,1251,2020,11,5,4,194707,0.0144227407407407,0,0,0,1,0
16,4038,10600,13500000,1251,2020,11,4,3,295638,0.0218991111111111,0,0,0,0,1
15,2584,5654,13500000,1251,2020,11,4,3,185038,0.0137065185185185,0,0,0,0,1
10,4896,11400,13500000,1251,2020,10,31,6,332496,0.0246293333333333,0,0,0,0,1
15,5809,15400,13500000,1251,2020,10,30,5,376109,0.0278599259259259,0,0,1,0,0
14,2788,8174,13500000,1251,2020,10,30,5,243062,0.0180045925925925,0,0,0,0,1
14,7947,11700,13500000,1251,2020,10,30,5,371247,0.0274997777777777,0,0,0,0,1
8,6133,27400,13500000,1251,2020,10,29,4,376933,0.0279209629629629,0,0,0,1,0
10,5994,20600,13500000,1251,2020,10,28,3,453494,0.0335921481481481,0,0,1,0,0
12,6076,14500,13500000,1251,2020,10,26,1,398476,0.0295167407407407,0,0,0,1,0
8,3869,19500,13500000,1251,2020,10,24,6,536369,0.039731037037037,0,0,0,1,0
15,13800,17700,13500000,1251,2020,10,22,4,521800,0.0386518518518518,0,0,0,1,0
12,5945,11400,13500000,1251,2020,10,21,3,828945,0.0614033333333333,0,0,1,0,0
20,9055,12900,13500000,1251,2020,10,18,7,426855,0.0316188888888888,0,0,0,0,1
10,14700,15400,13500000,1251,2020,10,17,6,419200,0.0310518518518518,0,0,0,0,1
14,6662,13900,13500000,1251,2020,10,17,6,721162,0.0534194074074074,0,0,0,1,0
15,8086,10900,13500000,1251,2020,10,16,5,436086,0.0323026666666666,0,0,0,1,0
15,11900,12400,13500000,1251,2020,10,15,4,509800,0.0377629629629629,0,0,0,1,0
11,7447,11300,13500000,1251,2020,10,15,4,419747,0.0310923703703703,0,0,0,1,0
40,6494,11200,13500000,1251,2020,10,9,5,437094,0.0323773333333333,0,0,0,1,0
15,11400,15900,13500000,1251,2020,10,8,4,611700,0.0453111111111111,0,0,1,0,0
15,6966,6155,13500000,1251,2020,10,8,4,362121,0.0268237777777777,0,0,1,0,0
8,5737,6327,13500000,1251,2020,10,8,4,397564,0.0294491851851851,0,0,1,0,0
10,4973,12100,13500000,1251,2020,10,4,7,444873,0.0329535555555555,0,0,1,0,0
11,8358,13500,13500000,1251,2020,10,3,6,446958,0.033108,0,0,0,0,1
8,8004,10800,13500000,1251,2020,10,1,4,579204,0.042904,0,0,0,1,0
15,5013,9882,13500000,1251,2020,9,29,2,681095,0.0504514814814814,0,0,0,1,0
14,14800,19800,13500000,1251,2020,9,27,7,1026000,0.076,0,0,0,0,1
15,5046,10500,13500000,1251,2020,9,26,6,375846,0.0278404444444444,0,0,1,0,0
11,7009,12100,13500000,1251,2020,9,26,6,838909,0.0621414074074074,0,0,0,1,0
15,28300,72100,13500000,1251,2020,9,25,5,1600400,0.1185481481481481,0,0,0,1,0
15,76200,83800,13500000,1251,2020,9,24,4,1760000,0.1303703703703703,0,0,1,0,0
12,2104,7323,13500000,1251,2020,9,24,4,458627,0.0339723703703703,0,0,1,0,0
9,7332,10300,13500000,1251,2020,9,23,3,522732,0.0387208888888888,0,0,1,0,0
12,4688,7414,13500000,1251,2020,9,23,3,615902,0.0456223703703703,0,0,1,0,0
15,8180,20700,13500000,1251,2020,9,22,2,724480,0.0536651851851851,0,0,0,1,0
41,4857,11600,13500000,1251,2020,9,20,7,391957,0.0290338518518518,0,0,1,0,0
6,9911,15800,13500000,1251,2020,9,20,7,612611,0.0453785925925925,0,1,0,0,0
15,6644,15600,13500000,1251,2020,9,19,6,582544,0.0431514074074074,0,0,1,0,0
11,24200,22500,13500000,1251,2020,9,19,6,1028700,0.0762,0,0,0,0,1
12,2460,8604,13500000,1251,2020,9,19,6,410264,0.0303899259259259,0,0,0,0,1
14,4302,12100,13500000,1251,2020,9,18,5,394002,0.0291853333333333,0,0,0,1,0
15,5761,10500,13500000,1251,2020,9,17,4,419161,0.0310489629629629,0,0,1,0,0
8,1464,7069,13500000,1251,2020,9,17,4,362133,0.0268246666666666,0,0,0,0,1
14,12000,26900,13500000,1251,2020,9,13,7,1138900,0.0843629629629629,0,0,0,0,1
15,8292,9399,13500000,1251,2020,9,13,7,436191,0.0323104444444444,0,0,0,1,0
9,12400,17800,13500000,1251,2020,9,7,1,625500,0.0463333333333333,0,0,1,0,0
15,8529,12600,13500000,1251,2020,9,7,1,668129,0.049491037037037,0,0,0,1,0
7,4861,7802,13500000,1251,2020,9,7,1,563963,0.041775037037037,0,0,0,1,0
15,9840,13800,13500000,1251,2020,9,4,5,455140,0.033714074074074,0,0,1,0,0
54,51,1156,13800000,1010,2020,11,7,6,22807,0.0016526811594202,2,0,1,0,0
49,1316,4773,13800000,1010,2020,11,6,5,677189,0.0490716666666666,2,0,0,1,0
44,274,1510,13800000,1010,2020,11,3,2,328384,0.0237959420289855,2,0,0,1,0
48,1672,4642,13800000,1010,2020,10,30,5,513914,0.0372401449275362,2,0,1,0,0
38,1914,4030,13800000,1010,2020,10,30,5,799644,0.0579452173913043,3,0,0,1,0
28,789,2915,13800000,1010,2020,10,28,3,426404,0.0308988405797101,2,0,0,1,0
43,327,1299,13800000,1010,2020,10,25,7,188026,0.0136250724637681,3,0,1,0,0
30,508,6673,13800000,1010,2020,10,25,7,592781,0.0429551449275362,2,0,0,1,0
33,945,2945,13800000,1010,2020,10,23,5,559390,0.0405355072463768,2,0,1,0,0
13,1509,4180,13800000,1010,2020,10,22,4,501189,0.0363180434782608,2,0,0,1,0
36,847,6372,13800000,1010,2020,10,21,3,653719,0.0473709420289855,2,0,0,1,0
43,2050,7012,13800000,1010,2020,10,20,2,1109062,0.0803668115942029,2,0,0,1,0
13,4821,5762,13800000,1010,2020,10,18,7,582883,0.0422378985507246,2,0,0,1,0
33,520,2743,13800000,1010,2020,10,17,6,692163,0.0501567391304347,2,0,0,1,0
40,3024,6037,13800000,1010,2020,10,16,5,660961,0.0478957246376811,2,0,0,1,0
24,1439,5551,13800000,1010,2020,10,15,4,850690,0.0616442028985507,2,0,0,1,0
35,803,2855,13800000,1010,2020,10,14,3,614958,0.0445621739130434,2,0,0,1,0
38,1098,4074,13800000,1010,2020,10,12,1,544272,0.03944,2,0,0,1,0
17,223,2697,13800000,1010,2020,10,11,7,212820,0.0154217391304347,0,0,0,1,0
15,45200,51400,13800000,1010,2020,10,11,7,3096600,0.2243913043478261,2,0,0,1,0
14,2428,8622,13800000,1010,2020,10,10,6,515950,0.0373876811594202,2,0,1,0,0
13,1847,3901,13800000,1010,2020,10,10,6,747348,0.054155652173913,2,0,0,1,0
33,1561,6232,13800000,1010,2020,10,9,5,567493,0.0411226811594202,2,0,0,1,0
43,507,14500,13800000,1010,2020,10,7,3,573407,0.0415512318840579,2,0,0,1,0
46,856,2485,13800000,1010,2020,10,3,6,555441,0.0402493478260869,2,0,1,0,0
31,1965,9031,13800000,1010,2020,10,3,6,599796,0.0434634782608695,1,0,0,1,0
33,2354,5256,13800000,1010,2020,10,2,5,968510,0.070181884057971,2,0,0,1,0
49,1833,6590,13800000,1010,2020,10,1,4,892223,0.0646538405797101,2,0,0,1,0
10,1950,6823,13800000,1010,2020,9,28,1,630173,0.0456647101449275,1,0,1,0,0
44,3083,9180,13800000,1010,2020,9,26,6,1112263,0.080598768115942,2,0,0,1,0
56,1437,4063,13800000,1010,2020,9,24,4,718700,0.0520797101449275,2,0,0,1,0
58,1739,4101,13800000,1010,2020,9,21,1,778240,0.0563942028985507,2,0,1,0,0
44,1013,2821,13800000,1010,2020,9,20,7,576534,0.0417778260869565,2,0,1,0,0
39,875,3354,13800000,1010,2020,9,19,6,575729,0.0417194927536231,2,0,0,1,0
26,1459,1627,13800000,1010,2020,9,17,4,430786,0.0312163768115942,2,0,1,0,0
22,1766,11000,13800000,1010,2020,9,17,4,533366,0.0386497101449275,2,0,1,0,0
35,2230,5183,13800000,1010,2020,9,16,3,676313,0.0490081884057971,2,0,0,1,0
49,1030,3377,13800000,1010,2020,9,15,2,695807,0.0504207971014492,2,0,0,1,0
11,7783,27500,13800000,1010,2020,9,14,1,1035283,0.0750205072463768,1,0,1,0,0
21,10300,14200,13800000,1010,2020,9,13,7,2324500,0.1684420289855072,2,0,0,1,0
25,1317,3850,13800000,1010,2020,9,11,5,265067,0.0192077536231884,1,0,1,0,0
15,2453,16300,13800000,1010,2020,9,9,3,1418753,0.1028081884057971,1,0,0,1,0
57,2868,8301,13800000,1010,2020,9,8,2,1111169,0.0805194927536231,2,0,0,1,0
23,3017,7955,13800000,1010,2020,9,5,6,1310972,0.0949979710144927,2,0,0,1,0
40,24900,26900,13800000,1010,2020,9,4,5,3351800,0.2428840579710145,2,0,0,1,0
42,2357,40400,13800000,1010,2020,9,2,3,1142757,0.0828084782608695,2,0,1,0,0
39,2790,8519,13800000,1010,2020,9,1,2,2011309,0.1457470289855072,2,0,0,1,0
25,1954,5017,13800000,1010,2020,8,30,7,1506971,0.1092007971014492,2,0,0,1,0
59,889,2861,13800000,1010,2020,8,28,5,928750,0.0673007246376811,2,0,0,1,0
8,7868,17800,13800000,1010,2020,8,27,4,1725668,0.1250484057971014,2,0,0,1,0
14,247,3318,15200000,1078,2020,11,7,6,116565,0.00766875,0,0,1,0,0
15,1046,6253,15200000,1078,2020,11,6,5,372899,0.0245328289473684,0,0,1,0,0
10,2067,6840,15200000,1078,2020,11,6,5,862207,0.0567241447368421,0,0,1,0,0
10,1059,8544,15200000,1078,2020,11,6,5,635203,0.0417896710526315,0,0,0,1,0
15,971,5487,15200000,1078,2020,11,6,5,405258,0.0266617105263157,0,0,0,1,0
32,5944,10900,15200000,1078,2020,11,5,4,921344,0.0606147368421052,0,0,0,1,0
15,1474,7256,15200000,1078,2020,11,4,3,453330,0.0298243421052631,0,0,1,0,0
9,3536,25900,15200000,1078,2020,11,4,3,1829436,0.1203576315789473,0,0,0,1,0
15,3517,9164,15200000,1078,2020,11,3,2,896081,0.058952697368421,0,0,1,0,0
10,25500,47300,15200000,1078,2020,11,2,1,2372800,0.1561052631578947,1,0,1,0,0
14,2483,7162,15200000,1078,2020,11,2,1,1409645,0.0927398026315789,0,0,1,0,0
9,3569,12600,15200000,1078,2020,11,2,1,1516169,0.0997479605263158,0,0,1,0,0
8,31000,40200,15200000,1078,2020,11,1,7,2971200,0.1954736842105263,0,0,0,1,0
15,5746,9130,15200000,1078,2020,10,31,6,1014876,0.0667681578947368,0,0,1,0,0
57,782,4234,15200000,1078,2020,10,30,5,1005016,0.0661194736842105,1,0,1,0,0
14,4256,7797,15200000,1078,2020,10,30,5,1112053,0.0731613815789473,0,0,1,0,0
10,2997,6738,15200000,1078,2020,10,30,5,1009735,0.0664299342105263,0,0,0,1,0
12,24000,47100,15200000,1078,2020,10,29,4,3571100,0.2349407894736842,0,0,1,0,0
13,6873,8319,15200000,1078,2020,10,29,4,788292,0.0518613157894736,0,0,1,0,0
10,3564,6636,15200000,1078,2020,10,29,4,918600,0.0604342105263157,0,0,1,0,0
9,4651,9814,15200000,1078,2020,10,28,3,1114465,0.0733200657894736,0,0,1,0,0
10,6492,14400,15200000,1078,2020,10,28,3,1520892,0.1000586842105263,0,0,1,0,0
9,3217,8514,15200000,1078,2020,10,28,3,1211731,0.0797191447368421,0,0,0,1,0
13,4261,12100,15200000,1078,2020,10,27,2,902961,0.0594053289473684,0,0,1,0,0
11,2783,10100,15200000,1078,2020,10,26,1,892483,0.0587159868421052,0,1,0,0,0
14,8108,14400,15200000,1078,2020,10,25,7,1122508,0.0738492105263158,0,0,1,0,0
6,7089,21000,15200000,1078,2020,10,25,7,1428089,0.0939532236842105,0,0,1,0,0
12,5899,12800,15200000,1078,2020,10,24,6,1318699,0.0867565131578947,0,0,1,0,0
9,4861,7976,15200000,1078,2020,10,24,6,792237,0.0521208552631578,0,0,1,0,0
7,1518,7161,15200000,1078,2020,10,23,5,929279,0.0611367763157894,1,0,1,0,0
13,80600,80400,15200000,1078,2020,10,23,5,4561000,0.3000657894736842,0,0,1,0,0
10,5112,14300,15200000,1078,2020,10,23,5,1119412,0.0736455263157894,0,0,1,0,0
35,1547,5727,15200000,1078,2020,10,22,4,873574,0.0574719736842105,0,0,1,0,0
10,3247,10700,15200000,1078,2020,10,22,4,1313947,0.0864438815789473,0,0,1,0,0
15,5301,12600,15200000,1078,2020,10,22,4,1017901,0.0669671710526315,0,1,0,0,0
11,5386,15200,15200000,1078,2020,10,20,2,832186,0.0547490789473684,0,0,1,0,0
9,1913,6828,15200000,1078,2020,10,20,2,659341,0.043377697368421,0,0,0,1,0
10,10500,54500,15200000,1078,2020,10,19,1,3665000,0.2411184210526315,1,0,1,0,0
10,4489,8923,15200000,1078,2020,10,19,1,866312,0.0569942105263157,0,0,0,1,0
11,5554,6342,15200000,1078,2020,10,18,7,576196,0.0379076315789473,0,0,1,0,0
9,6096,10400,15200000,1078,2020,10,17,6,872296,0.0573878947368421,0,0,1,0,0
7,3184,5749,15200000,1078,2020,10,17,6,695733,0.0457719078947368,0,0,1,0,0
5,1410,5000,15200000,1078,2020,10,16,5,612610,0.0403032894736842,0,0,1,0,0
15,5540,11000,15200000,1078,2020,10,16,5,982540,0.0646407894736842,0,0,1,0,0
17,1202,5355,15200000,1078,2020,10,15,4,919157,0.0604708552631578,1,0,1,0,0
12,2848,6122,15200000,1078,2020,10,15,4,890170,0.0585638157894736,1,0,1,0,0
7,1533,4617,15200000,1078,2020,10,15,4,725750,0.0477467105263157,0,1,0,0,0
6,7782,16600,15200000,1078,2020,10,15,4,1924382,0.1266040789473684,0,0,0,1,0
9,5400,12400,15200000,1078,2020,10,14,3,1117800,0.0735394736842105,0,0,1,0,0
6,1546,4643,15200000,1078,2020,10,14,3,511789,0.0336703289473684,0,0,1,0,0
10,569,4365,14500000,112,2020,11,7,6,552234,0.0380851034482758,0,0,0,1,0
29,1811,8979,14500000,112,2020,11,6,5,1110790,0.0766062068965517,0,0,0,1,0
33,245,2150,14500000,112,2020,10,31,6,402795,0.0277789655172413,1,0,0,0,1
10,2480,6560,14500000,112,2020,10,31,6,2509040,0.1730372413793103,0,0,0,0,1
14,209,1214,14500000,112,2020,10,30,5,235723,0.0162567586206896,0,0,0,1,0
6,5750,8654,14500000,112,2020,10,24,6,1414404,0.0975451034482758,0,0,0,1,0
14,744,6479,14500000,112,2020,10,22,4,521323,0.0359533103448275,0,1,0,0,0
18,5185,23500,14500000,112,2020,10,16,5,2628685,0.1812886206896551,0,0,0,1,0
12,3597,18700,14500000,112,2020,10,10,6,2322297,0.1601584137931034,0,0,0,1,0
52,528,2684,14500000,112,2020,10,8,4,388512,0.0267939310344827,1,0,1,0,0
12,1436,4599,14500000,112,2020,9,28,1,584735,0.0403265517241379,0,1,0,0,0
15,981,3480,14500000,112,2020,9,10,4,400161,0.0275973103448275,0,1,0,0,0
14,1275,5221,14500000,112,2020,9,6,7,593396,0.0409238620689655,0,1,0,0,0
15,8520,18600,14500000,112,2020,9,6,7,1427120,0.0984220689655172,0,0,0,0,1
41,1259,4060,14500000,112,2020,9,5,6,681419,0.0469944137931034,0,1,0,0,0
50,1686,3165,14500000,112,2020,9,5,6,785351,0.0541621379310344,0,1,0,0,0
50,6861,10200,14500000,112,2020,9,5,6,2517061,0.1735904137931034,0,1,0,0,0
38,518,3624,14500000,112,2020,8,25,2,395642,0.0272856551724137,2,0,1,0,0
14,274,2518,14500000,112,2020,8,25,2,398792,0.0275028965517241,0,1,0,0,0
15,432,3335,14500000,112,2020,8,23,7,433467,0.0298942758620689,2,1,0,0,0
30,6188,20900,14500000,112,2020,8,18,2,3227088,0.2225577931034482,1,0,1,0,0
16,401,4606,14500000,112,2020,8,4,2,580307,0.0400211724137931,2,0,1,0,0
51,2643,7502,14500000,112,2020,8,4,2,1510145,0.1041479310344827,0,0,1,0,0
9,10400,43400,14500000,112,2020,7,31,5,6953800,0.4795724137931034,1,0,1,0,0
11,25000,52400,14500000,112,2020,7,30,4,6477400,0.4467172413793103,1,0,1,0,0
40,2749,11000,14500000,112,2020,7,30,4,1513749,0.1043964827586206,0,0,1,0,0
29,4154,15000,14500000,112,2020,7,28,2,3419154,0.235803724137931,0,0,1,0,0
29,3465,14300,14500000,112,2020,7,26,7,2117765,0.1460527586206896,0,0,1,0,0
5,737,8058,14500000,112,2020,7,26,7,1508795,0.1040548275862068,0,0,1,0,0
5,48100,54800,14500000,112,2020,7,26,7,4802900,0.3312344827586206,0,0,1,0,0
42,27600,38800,14500000,112,2020,7,26,7,4366400,0.3011310344827586,0,0,1,0,0
15,8431,25600,14500000,112,2020,7,5,7,3334031,0.2299331724137931,1,0,1,0,0
10,25700,42500,14500000,112,2020,6,30,2,7268200,0.5012551724137931,1,0,0,1,0
12,3617,19100,14500000,112,2020,6,29,1,2222717,0.1532908275862069,2,0,0,1,0
10,3511,14500,14500000,112,2020,6,28,7,2518011,0.1736559310344827,1,0,0,0,1
51,1307,3951,14500000,112,2020,6,26,5,702258,0.0484315862068965,2,0,1,0,0
14,1776,10800,14500000,112,2020,6,26,5,1712576,0.1181086896551724,1,0,0,1,0
48,48200,34500,14500000,112,2020,6,24,3,4482700,0.309151724137931,0,0,0,0,1
9,19900,23200,14500000,112,2020,6,24,3,3043100,0.2098689655172413,0,0,0,0,1
35,2792,6927,14500000,112,2020,6,24,3,1509719,0.1041185517241379,1,0,0,0,1
53,55800,49800,14500000,112,2020,6,13,6,10805600,0.7452137931034483,0,0,0,1,0
4,1551,12900,14500000,112,2020,6,2,2,1514451,0.1044448965517241,1,0,0,0,1
15,15000,30100,14500000,112,2020,5,26,2,6645100,0.4582827586206897,2,0,0,1,0
7,5730,32900,14500000,112,2020,5,14,4,4738630,0.3268020689655172,2,0,0,1,0
47,2132,5713,14500000,112,2020,5,8,5,1307845,0.0901962068965517,0,0,1,0,0
20,10700,20100,14500000,112,2020,5,3,7,3630800,0.2504,0,0,0,1,0
12,2847,69000,14500000,112,2020,5,1,5,2671847,0.1842653103448276,1,0,0,1,0
32,10600,81200,14500000,112,2020,4,30,4,4391800,0.3028827586206896,1,1,0,0,0
15,1508,11800,14500000,112,2020,4,25,6,1613308,0.1112626206896551,0,0,1,0,0
13,16700,18500,14500000,112,2020,4,25,6,7035200,0.4851862068965517,2,1,0,0,0
15,2540,10000,18700000,594,2020,11,7,6,288140,0.0154085561497326,1,0,1,0,0
13,3342,17000,18700000,594,2020,11,6,5,1820342,0.0973444919786096,0,0,1,0,0
15,22900,66500,18700000,594,2020,10,30,5,4989400,0.2668128342245989,0,0,1,0,0
8,8514,26000,18700000,594,2020,10,29,4,1434514,0.0767119786096256,0,0,1,0,0
58,9084,49500,18700000,594,2020,10,26,1,2558584,0.1368226737967914,0,0,1,0,0
10,7260,37000,18700000,594,2020,10,21,3,3344260,0.1788374331550802,0,0,1,0,0
15,11700,32400,18700000,594,2020,10,20,2,5044100,0.2697379679144385,1,0,1,0,0
10,3453,14900,18700000,594,2020,10,14,3,2318353,0.1239760962566844,0,0,0,1,0
14,37700,52700,18700000,594,2020,10,11,7,5090400,0.2722139037433155,0,0,1,0,0
15,11800,29700,18700000,594,2020,10,8,4,2341500,0.1252139037433155,0,0,1,0,0
32,58400,66200,18700000,594,2020,10,3,6,5624600,0.3007807486631016,0,0,1,0,0
10,5913,14700,18700000,594,2020,10,1,4,2120613,0.1134017647058823,0,0,1,0,0
14,13000,26400,18700000,594,2020,9,29,2,3139400,0.1678823529411764,0,0,1,0,0
9,33700,35700,18700000,594,2020,9,26,6,3969400,0.2122673796791443,0,0,1,0,0
59,275400,225600,18700000,594,2020,9,23,3,17701000,0.9465775401069518,0,0,0,1,0
15,56000,108000,18700000,594,2020,9,16,3,7064000,0.3777540106951871,0,0,1,0,0
56,46500,101600,18700000,594,2020,9,16,3,5948100,0.3180802139037433,0,0,0,1,0
8,50000,71900,18700000,594,2020,9,13,7,4121900,0.2204224598930481,1,0,0,1,0
10,322100,348500,18700000,594,2020,9,9,3,16170600,0.8647379679144385,0,0,1,0,0
7,29500,39000,18700000,594,2020,9,8,2,3568500,0.1908288770053476,0,0,1,0,0
5,13000,22900,18700000,594,2020,9,7,1,2735900,0.1463048128342246,0,0,0,1,0
13,35200,52600,18700000,594,2020,9,6,7,4587800,0.2453368983957219,0,0,1,0,0
11,2104,9277,18700000,594,2020,9,2,3,1411381,0.0754749197860962,0,0,0,1,0
15,11200,21900,18700000,594,2020,8,29,6,2333100,0.1247647058823529,0,0,1,0,0
7,7213,29600,18700000,594,2020,8,29,6,2236813,0.1196156684491978,1,0,0,1,0
59,10200,15700,18700000,594,2020,8,28,5,2125900,0.1136844919786096,0,0,1,0,0
12,30200,40700,18700000,594,2020,8,24,1,3270900,0.1749144385026738,0,0,0,1,0
9,161300,181500,18700000,594,2020,8,23,7,6942800,0.3712727272727272,0,0,1,0,0
15,14500,22800,18700000,594,2020,8,22,6,2337300,0.1249893048128342,0,0,0,1,0
15,31800,70100,18700000,594,2020,8,16,7,3401900,0.1819197860962567,0,0,1,0,0
15,11400,31000,18700000,594,2020,8,15,6,1742400,0.0931764705882352,0,0,1,0,0
12,11200,17400,18700000,594,2020,8,13,4,1928600,0.1031336898395721,0,0,1,0,0
11,13300,43100,18700000,594,2020,8,12,3,3056400,0.1634438502673796,1,0,1,0,0
20,7193,17600,18700000,594,2020,8,10,1,2224793,0.1189728877005347,0,0,1,0,0
56,109400,157300,18700000,594,2020,8,8,6,5766700,0.308379679144385,0,0,0,1,0
14,1242,7240,18700000,594,2020,8,6,4,1108482,0.0592771122994652,3,1,0,0,0
13,3955,14400,18700000,594,2020,8,3,1,1218355,0.0651526737967914,3,0,1,0,0
14,7150,21700,18700000,594,2020,8,1,6,2128850,0.1138422459893048,0,0,0,1,0
11,2095,8541,18700000,594,2020,7,30,4,786236,0.0420447058823529,2,0,1,0,0
14,12400,22000,18700000,594,2020,7,28,2,1834400,0.0980962566844919,0,0,0,1,0
15,21500,27300,18700000,594,2020,7,27,1,2948800,0.1576898395721925,0,0,0,1,0
22,28500,41300,18700000,594,2020,7,26,7,4069800,0.2176363636363636,0,0,0,1,0
12,3585,23600,18700000,594,2020,7,23,4,2027185,0.108405614973262,1,0,1,0,0
14,9263,77000,18700000,594,2020,7,22,3,1686263,0.0901744919786096,0,0,1,0,0
12,7475,36100,18700000,594,2020,7,21,2,1543575,0.0825441176470588,0,0,1,0,0
12,10200,14400,18700000,594,2020,7,21,2,1824600,0.0975721925133689,0,0,0,1,0
14,5419,15600,18700000,594,2020,7,20,1,2121019,0.1134234759358288,0,0,0,1,0
47,17500,22500,18700000,594,2020,7,19,7,2740000,0.146524064171123,0,0,1,0,0
9,14700,23100,18700000,594,2020,7,19,7,2637800,0.1410588235294117,0,0,1,0,0
12,29800,43300,18700000,594,2020,7,13,1,2373100,0.126903743315508,0,0,1,0,0
15,207,998,15900000,201,2020,11,7,6,75605,0.0047550314465408,0,0,1,0,0
9,191,1079,15900000,201,2020,11,6,5,116470,0.0073251572327044,0,0,1,0,0
15,407,3334,15900000,201,2020,11,5,4,471141,0.0296315094339622,1,0,1,0,0
13,1262,4550,15900000,201,2020,11,4,3,531612,0.033434716981132,1,0,0,1,0
8,413,1010,15900000,201,2020,11,2,1,170123,0.0106995597484276,0,0,1,0,0
15,3000,7893,15900000,201,2020,10,31,6,2310893,0.1453391823899371,0,0,0,1,0
6,540,1482,15900000,201,2020,10,26,1,207522,0.0130516981132075,0,0,1,0,0
11,1337,1917,15900000,201,2020,10,25,7,452654,0.0284688050314465,0,0,0,1,0
9,392,1611,15900000,201,2020,10,22,4,212903,0.0133901257861635,0,0,1,0,0
7,972,2892,15900000,201,2020,10,21,3,396464,0.0249348427672955,0,0,1,0,0
